service_date,station_name,gated_entries
2018-05-07,Roxbury Crossing,4776.0
2018-05-07,Ruggles,9161.0
2018-05-07,Savin Hill,2300.0
2018-05-07,Science Park,771.0
2018-05-07,Shawmut,2417.0
2018-05-07,South Station,24495.0
2018-05-07,State Street,14437.0
2018-05-07,Stony Brook,3304.0
2018-05-07,Suffolk Downs,428.0
2018-05-07,Sullivan Square,8501.0
2018-05-07,Symphony,1455.0
2018-05-07,Tufts Medical Center,5794.0
2018-05-07,Wellington,7210.0
2018-05-07,Wonderland,6879.0
2018-05-07,Wood Island,2183.0
2018-05-07,World Trade Center,863.0
2018-05-08,Airport,7509.0
2018-05-08,Alewife,11809.0
2018-05-08,Andrew,6257.0
2018-05-08,Aquarium,5109.0
2018-05-08,Arlington,6741.0
2018-05-08,Ashmont,9714.0
2018-05-08,Assembly,3808.0
2018-05-08,Back Bay,14677.0
2018-05-08,Beachmont,3312.0
2018-05-08,Bowdoin,2235.0
2018-05-08,Boylston,5029.0
2018-05-08,Braintree,4472.0
2018-05-08,Broadway,6425.0
2018-05-08,Central,15549.0
2018-05-08,Charles/MGH,10839.0
2018-05-08,Chinatown,5819.0
2018-05-08,Community College,4885.0
2018-05-08,Copley,12301.0
2018-05-08,Courthouse,1791.0
2018-05-08,Davis,11677.0
2018-05-08,Downtown Crossing,25130.0
2018-05-08,Fields Corner,5187.0
2018-05-08,Forest Hills,13618.0
2018-05-08,Government Center,7563.0
2018-05-08,Green Street,3301.0
2018-05-08,Harvard,19010.0
2018-05-08,Haymarket,10242.0
2018-05-08,Hynes Convention Center,7112.0
2018-05-08,JFK/UMass,9364.0
2018-05-08,Jackson Square,5796.0
2018-05-08,Kendall/MIT,17439.0
2018-05-08,Kenmore,7088.0
2018-05-08,Lechmere,5664.0
2018-05-08,Malden Center,12196.0
2018-05-08,Massachusetts Avenue,6181.0
2018-05-08,Maverick,11326.0
2018-05-08,North Quincy,8709.0
2018-05-08,North Station,14433.0
2018-05-08,Oak Grove,6627.0
2018-05-08,Orient Heights,4562.0
2018-05-08,Park Street,16409.0
2018-05-08,Porter,8126.0
2018-05-08,Prudential,2928.0
2018-05-08,Quincy Adams,5120.0
2018-05-08,Quincy Center,7998.0
2018-05-08,Revere Beach,3201.0
2018-05-08,Riverside,1565.0
2018-05-08,Roxbury Crossing,4990.0
2018-05-08,Ruggles,9357.0
2018-05-08,Savin Hill,2439.0
2018-05-08,Science Park,760.0
2018-05-08,Shawmut,2528.0
2018-05-08,South Station,25059.0
2018-05-08,State Street,14627.0
2018-05-08,Stony Brook,3738.0
2018-05-08,Suffolk Downs,421.0
2018-05-08,Sullivan Square,8855.0
2018-05-08,Symphony,1574.0
2018-05-08,Tufts Medical Center,6073.0
2018-05-08,Wellington,7575.0
2018-05-08,Wonderland,7112.0
2018-05-08,Wood Island,2131.0
2018-05-08,World Trade Center,815.0
2018-05-09,Airport,7422.0
2018-05-09,Alewife,12052.0
2018-05-09,Andrew,6199.0
2018-05-09,Aquarium,4865.0
2018-05-09,Arlington,7119.0
2018-05-09,Ashmont,9778.0
2018-05-09,Assembly,4030.0
2018-05-09,Back Bay,16134.0
2018-05-09,Beachmont,3294.0
2018-05-09,Bowdoin,2300.0
2018-05-09,Boylston,5203.0
2018-05-09,Braintree,4532.0
2018-05-09,Broadway,6593.0
2018-05-09,Central,15664.0
2018-05-09,Charles/MGH,11211.0
2018-05-09,Chinatown,6091.0
2018-05-09,Community College,5116.0
2018-05-09,Copley,13002.0
2018-05-09,Courthouse,1876.0
2018-05-09,Davis,11617.0
2018-05-09,Downtown Crossing,24840.0
2018-05-09,Fields Corner,5248.0
2018-05-09,Forest Hills,14045.0
2018-05-09,Government Center,7724.0
2018-05-09,Green Street,3330.0
2018-05-09,Harvard,19578.0
2018-05-09,Haymarket,10840.0
2018-05-09,Hynes Convention Center,7485.0
2018-05-09,JFK/UMass,9361.0
2018-05-09,Jackson Square,5993.0
2018-05-09,Kendall/MIT,17412.0
2018-05-09,Kenmore,7271.0
2018-05-09,Lechmere,5902.0
2018-05-09,Malden Center,12385.0
2018-05-09,Massachusetts Avenue,6245.0
2018-05-09,Maverick,11576.0
2018-05-09,North Quincy,8989.0
2018-05-09,North Station,17611.0
2018-05-09,Oak Grove,7068.0
2018-05-09,Orient Heights,4678.0
2018-05-09,Park Street,16114.0
2018-05-09,Porter,8128.0
2018-05-09,Prudential,3253.0
2018-05-09,Quincy Adams,5322.0
2018-05-09,Quincy Center,8225.0
2018-05-09,Revere Beach,3256.0
2018-05-09,Riverside,628.0
2018-05-09,Roxbury Crossing,4906.0
2018-05-09,Ruggles,9404.0
2018-05-09,Savin Hill,2484.0
2018-05-09,Science Park,771.0
2018-05-09,Shawmut,2501.0
2018-05-09,South Station,25063.0
2018-05-09,State Street,14709.0
2018-05-09,Stony Brook,3758.0
2018-05-09,Suffolk Downs,488.0
2018-05-09,Sullivan Square,9269.0
2018-05-09,Symphony,1794.0
2018-05-09,Tufts Medical Center,6128.0
2018-05-09,Wellington,7764.0
2018-05-09,Wonderland,7294.0
2018-05-09,Wood Island,2340.0
2018-05-09,World Trade Center,917.0
2018-05-10,Airport,7564.0
2018-05-10,Alewife,11949.0
2018-05-10,Andrew,6197.0
2018-05-10,Aquarium,5482.0
2018-05-10,Arlington,6944.0
2018-05-10,Ashmont,8925.0
2018-05-10,Assembly,3656.0
2018-05-10,Back Bay,16270.0
2018-05-10,Beachmont,3240.0
2018-05-10,Bowdoin,2160.0
2018-05-10,Boylston,5216.0
2018-05-10,Braintree,4353.0
2018-05-10,Broadway,6380.0
2018-05-10,Central,15925.0
2018-05-10,Charles/MGH,11002.0
2018-05-10,Chinatown,5949.0
2018-05-10,Community College,4811.0
2018-05-10,Copley,12753.0
2018-05-10,Courthouse,1859.0
2018-05-10,Davis,11774.0
2018-05-10,Downtown Crossing,25114.0
2018-05-10,Fields Corner,5245.0
2018-05-10,Forest Hills,13820.0
2018-05-10,Government Center,7539.0
2018-05-10,Green Street,3284.0
2018-05-10,Harvard,19211.0
2018-05-10,Haymarket,10736.0
2018-05-10,Hynes Convention Center,7543.0
2018-05-10,JFK/UMass,7335.0
2018-05-10,Jackson Square,5803.0
2018-05-10,Kendall/MIT,17417.0
2018-05-10,Kenmore,7548.0
2018-05-10,Lechmere,5855.0
2018-05-10,Malden Center,11965.0
2018-05-10,Massachusetts Avenue,6233.0
2018-05-10,Maverick,11667.0
2018-05-10,North Quincy,8676.0
2018-05-10,North Station,14475.0
2018-05-10,Oak Grove,6639.0
2018-05-10,Orient Heights,4602.0
2018-05-10,Park Street,16132.0
2018-05-10,Porter,8071.0
2018-05-10,Prudential,3200.0
2018-05-10,Quincy Adams,4978.0
2018-05-10,Quincy Center,7679.0
2018-05-10,Revere Beach,3182.0
2018-05-10,Riverside,1653.0
2018-05-10,Roxbury Crossing,5007.0
2018-05-10,Ruggles,9213.0
2018-05-10,Savin Hill,2440.0
2018-05-10,Science Park,727.0
2018-05-10,Shawmut,2483.0
2018-05-10,South Station,25554.0
2018-05-10,State Street,14491.0
2018-05-10,Stony Brook,3752.0
2018-05-10,Suffolk Downs,512.0
2018-05-10,Sullivan Square,9169.0
2018-05-10,Symphony,1702.0
2018-05-10,Tufts Medical Center,6056.0
2018-05-10,Wellington,7384.0
2018-05-10,Wonderland,7048.0
2018-05-10,Wood Island,2343.0
2018-05-10,World Trade Center,942.0
2018-05-11,Airport,8022.0
2018-05-11,Alewife,11364.0
2018-05-11,Andrew,6116.0
2018-05-11,Aquarium,5804.0
2018-05-11,Arlington,6659.0
2018-05-11,Ashmont,9493.0
2018-05-11,Assembly,3483.0
2018-05-11,Back Bay,15492.0
2018-05-11,Beachmont,3168.0
2018-05-11,Bowdoin,1993.0
2018-05-11,Boylston,5389.0
2018-05-11,Braintree,4385.0
2018-05-11,Broadway,5851.0
2018-05-11,Central,15884.0
2018-05-11,Charles/MGH,10349.0
2018-05-11,Chinatown,6034.0
2018-05-11,Community College,3905.0
2018-05-11,Copley,12751.0
2018-05-11,Courthouse,1625.0
2018-05-11,Davis,12039.0
2018-05-11,Downtown Crossing,25150.0
2018-05-11,Fields Corner,5432.0
2018-05-11,Forest Hills,13791.0
2018-05-11,Government Center,7504.0
2018-05-11,Green Street,3272.0
2018-05-11,Harvard,19895.0
2018-05-11,Haymarket,13042.0
2018-05-11,Hynes Convention Center,7998.0
2018-05-11,JFK/UMass,7063.0
2018-05-11,Jackson Square,5924.0
2018-05-11,Kendall/MIT,16080.0
2018-05-11,Kenmore,7564.0
2018-05-11,Lechmere,5986.0
2018-05-11,Malden Center,11735.0
2018-05-11,Massachusetts Avenue,6369.0
2018-05-11,Maverick,12094.0
2018-05-11,North Quincy,7727.0
2018-05-11,North Station,13211.0
2018-05-11,Oak Grove,6454.0
2018-05-11,Orient Heights,4639.0
2018-05-11,Park Street,15552.0
2018-05-11,Porter,7781.0
2018-05-11,Prudential,3142.0
2018-05-11,Quincy Adams,4535.0
2018-05-11,Quincy Center,7641.0
2018-05-11,Revere Beach,3335.0
2018-05-11,Riverside,1507.0
2018-05-11,Roxbury Crossing,5094.0
2018-05-11,Ruggles,8844.0
2018-05-11,Savin Hill,2463.0
2018-05-11,Science Park,633.0
2018-05-11,Shawmut,2409.0
2018-05-11,South Station,23157.0
2018-05-11,State Street,14056.0
2018-05-11,Stony Brook,3760.0
2018-05-11,Suffolk Downs,540.0
2018-05-11,Sullivan Square,8990.0
2018-05-11,Symphony,1763.0
2018-05-11,Tufts Medical Center,5907.0
2018-05-11,Wellington,7064.0
2018-05-11,Wonderland,6845.0
2018-05-11,Wood Island,2299.0
2018-05-11,World Trade Center,992.0
2018-05-12,Airport,5306.0
2018-05-12,Alewife,3541.0
2018-05-12,Andrew,2882.0
2018-05-12,Aquarium,3872.0
2018-05-12,Arlington,3530.0
2018-05-12,Ashmont,4218.0
2018-05-12,Assembly,2321.0
2018-05-12,Back Bay,6634.0
2018-05-12,Beachmont,1659.0
2018-05-12,Bowdoin,704.0
2018-05-12,Boylston,4141.0
2018-05-12,Braintree,1733.0
2018-05-12,Broadway,2252.0
2018-05-12,Central,7420.0
2018-05-12,Charles/MGH,41.0
2018-05-12,Chinatown,3967.0
2018-05-12,Community College,1420.0
2018-05-12,Copley,8262.0
2018-05-12,Courthouse,805.0
2018-05-12,Davis,5299.0
2018-05-12,Downtown Crossing,11190.0
2018-05-12,Fields Corner,2740.0
2018-05-12,Forest Hills,6127.0
2018-05-12,Government Center,3486.0
2018-05-12,Green Street,1560.0
2018-05-12,Harvard,9836.0
2018-05-12,Haymarket,8778.0
2018-05-12,Hynes Convention Center,5306.0
2018-05-12,JFK/UMass,3027.0
2018-05-12,Jackson Square,2805.0
2018-05-12,Kendall/MIT,14.0
2018-05-12,Kenmore,4863.0
2018-05-12,Lechmere,3947.0
2018-05-12,Malden Center,5768.0
2018-05-12,Massachusetts Avenue,3083.0
2018-05-12,Maverick,6866.0
2018-05-12,North Quincy,2817.0
2018-05-12,North Station,5358.0
2018-05-12,Oak Grove,2541.0
2018-05-12,Orient Heights,2494.0
2018-05-12,Park Street,6444.0
2018-05-12,Porter,3766.0
2018-05-12,Prudential,2905.0
2018-05-12,Quincy Adams,1241.0
2018-05-12,Quincy Center,3168.0
2018-05-12,Revere Beach,2010.0
2018-05-12,Riverside,822.0
2018-05-12,Roxbury Crossing,1886.0
2018-05-12,Ruggles,3562.0
2018-05-12,Savin Hill,1039.0
2018-05-12,Science Park,771.0
2018-05-12,Shawmut,1059.0
2018-05-12,South Station,6710.0
2018-05-12,State Street,4752.0
2018-05-12,Stony Brook,1806.0
2018-05-12,Suffolk Downs,338.0
2018-05-12,Sullivan Square,4489.0
2018-05-12,Symphony,1392.0
2018-05-12,Tufts Medical Center,2683.0
2018-05-12,Wellington,3227.0
2018-05-12,Wonderland,3383.0
2018-05-12,Wood Island,1321.0
2018-05-12,World Trade Center,343.0
2018-05-13,Airport,5096.0
2018-05-13,Alewife,3323.0
2018-05-13,Andrew,2063.0
2018-05-13,Aquarium,3329.0
2018-05-13,Arlington,2941.0
2018-05-13,Ashmont,2772.0
2018-05-13,Assembly,2266.0
2018-05-13,Back Bay,5410.0
2018-05-13,Beachmont,1445.0
2018-05-13,Bowdoin,630.0
2018-05-13,Boylston,3365.0
2018-05-13,Braintree,1368.0
2018-05-13,Broadway,1872.0
2018-05-13,Central,6232.0
2018-05-13,Charles/MGH,40.0
2018-05-13,Chinatown,3683.0
2018-05-13,Community College,1156.0
2018-05-13,Copley,6601.0
2018-05-13,Courthouse,488.0
2018-05-13,Davis,4234.0
2018-05-13,Downtown Crossing,9019.0
2018-05-13,Fields Corner,2133.0
2018-05-13,Forest Hills,5970.0
2018-05-13,Government Center,3234.0
2018-05-13,Green Street,1213.0
2018-05-13,Harvard,7991.0
2018-05-13,Haymarket,5698.0
2018-05-13,Hynes Convention Center,4307.0
2018-05-13,JFK/UMass,2214.0
2018-05-13,Jackson Square,2242.0
2018-05-13,Kendall/MIT,12.0
2018-05-13,Kenmore,3536.0
2018-05-13,Lechmere,3065.0
2018-05-13,Malden Center,4703.0
2018-05-13,Massachusetts Avenue,2709.0
2018-05-13,Maverick,5658.0
2018-05-13,North Quincy,2501.0
2018-05-13,North Station,6372.0
2018-05-13,Oak Grove,2017.0
2018-05-13,Orient Heights,2012.0
2018-05-13,Park Street,5510.0
2018-05-13,Porter,2508.0
2018-05-13,Prudential,1950.0
2018-05-13,Quincy Adams,1074.0
2018-05-13,Quincy Center,2476.0
2018-05-13,Revere Beach,1648.0
2018-05-13,Riverside,456.0
2018-05-13,Roxbury Crossing,1650.0
2018-05-13,Ruggles,2748.0
2018-05-13,Savin Hill,926.0
2018-05-13,Science Park,406.0
2018-05-13,Shawmut,773.0
2018-05-13,South Station,6966.0
2018-05-13,State Street,4283.0
2018-05-13,Stony Brook,1290.0
2018-05-13,Suffolk Downs,273.0
2018-05-13,Sullivan Square,3701.0
2018-05-13,Symphony,912.0
2018-05-13,Tufts Medical Center,2196.0
2018-05-13,Wellington,2514.0
2018-05-13,Wonderland,2962.0
2018-05-13,Wood Island,1093.0
2018-05-13,World Trade Center,229.0
2018-05-14,Airport,7779.0
2018-05-14,Alewife,11879.0
2018-05-14,Andrew,5817.0
2018-05-14,Aquarium,5244.0
2018-05-14,Arlington,6644.0
2018-05-14,Ashmont,9150.0
2018-05-14,Assembly,3748.0
2018-05-14,Back Bay,15387.0
2018-05-14,Beachmont,3186.0
2018-05-14,Bowdoin,2149.0
2018-05-14,Boylston,4747.0
2018-05-14,Braintree,4647.0
2018-05-14,Broadway,6130.0
2018-05-14,Central,15132.0
2018-05-14,Charles/MGH,10497.0
2018-05-14,Chinatown,5757.0
2018-05-14,Community College,4249.0
2018-05-14,Copley,12135.0
2018-05-14,Courthouse,1556.0
2018-05-14,Davis,11258.0
2018-05-14,Downtown Crossing,24384.0
2018-05-14,Fields Corner,5043.0
2018-05-14,Forest Hills,13277.0
2018-05-14,Government Center,7461.0
2018-05-14,Green Street,3130.0
2018-05-14,Harvard,17626.0
2018-05-14,Haymarket,10060.0
2018-05-14,Hynes Convention Center,6633.0
2018-05-14,JFK/UMass,7410.0
2018-05-14,Jackson Square,5547.0
2018-05-14,Kendall/MIT,16072.0
2018-05-14,Kenmore,11083.0
2018-05-14,Lechmere,5608.0
2018-05-14,Malden Center,11705.0
2018-05-14,Massachusetts Avenue,5965.0
2018-05-14,Maverick,10921.0
2018-05-14,North Quincy,8543.0
2018-05-14,North Station,14512.0
2018-05-14,Oak Grove,7022.0
2018-05-14,Orient Heights,4452.0
2018-05-14,Park Street,15742.0
2018-05-14,Porter,7574.0
2018-05-14,Prudential,2942.0
2018-05-14,Quincy Adams,5220.0
2018-05-14,Quincy Center,7291.0
2018-05-14,Revere Beach,3197.0
2018-05-14,Riverside,802.0
2018-05-14,Roxbury Crossing,4610.0
2018-05-14,Ruggles,8902.0
2018-05-14,Savin Hill,2295.0
2018-05-14,Science Park,690.0
2018-05-14,Shawmut,2504.0
2018-05-14,South Station,25196.0
2018-05-14,State Street,14134.0
2018-05-14,Stony Brook,3357.0
2018-05-14,Suffolk Downs,421.0
2018-05-14,Sullivan Square,9068.0
2018-05-14,Symphony,1417.0
2018-05-14,Tufts Medical Center,5692.0
2018-05-14,Wellington,7274.0
2018-05-14,Wonderland,7054.0
2018-05-14,Wood Island,2197.0
2018-05-14,World Trade Center,866.0
2018-05-15,Airport,7343.0
2018-05-15,Alewife,12192.0
2018-05-15,Andrew,5992.0
2018-05-15,Aquarium,5352.0
2018-05-15,Arlington,7490.0
2018-05-15,Ashmont,9322.0
2018-05-15,Assembly,3559.0
2018-05-15,Back Bay,16545.0
2018-05-15,Beachmont,3006.0
2018-05-15,Bowdoin,2277.0
2018-05-15,Boylston,4765.0
2018-05-15,Braintree,4610.0
2018-05-15,Broadway,6130.0
2018-05-15,Central,15397.0
2018-05-15,Charles/MGH,10767.0
2018-05-15,Chinatown,5815.0
2018-05-15,Community College,3554.0
2018-05-15,Copley,12173.0
2018-05-15,Courthouse,2372.0
2018-05-15,Davis,11471.0
2018-05-15,Downtown Crossing,24885.0
2018-05-15,Fields Corner,4948.0
2018-05-15,Forest Hills,13126.0
2018-05-15,Government Center,7446.0
2018-05-15,Green Street,3287.0
2018-05-15,Harvard,18296.0
2018-05-15,Haymarket,10294.0
2018-05-15,Hynes Convention Center,6208.0
2018-05-15,JFK/UMass,7710.0
2018-05-15,Jackson Square,5502.0
2018-05-15,Kendall/MIT,18069.0
2018-05-15,Kenmore,10690.0
2018-05-15,Lechmere,5827.0
2018-05-15,Malden Center,11956.0
2018-05-15,Massachusetts Avenue,5790.0
2018-05-15,Maverick,11085.0
2018-05-15,North Quincy,8294.0
2018-05-15,North Station,18089.0
2018-05-15,Oak Grove,7053.0
2018-05-15,Orient Heights,4571.0
2018-05-15,Park Street,14598.0
2018-05-15,Porter,7781.0
2018-05-15,Prudential,3566.0
2018-05-15,Quincy Adams,5386.0
2018-05-15,Quincy Center,7534.0
2018-05-15,Revere Beach,3094.0
2018-05-15,Riverside,2261.0
2018-05-15,Roxbury Crossing,4719.0
2018-05-15,Ruggles,9138.0
2018-05-15,Savin Hill,2352.0
2018-05-15,Science Park,795.0
2018-05-15,Shawmut,2546.0
2018-05-15,South Station,26283.0
2018-05-15,State Street,15636.0
2018-05-15,Stony Brook,3613.0
2018-05-15,Suffolk Downs,451.0
2018-05-15,Sullivan Square,9389.0
2018-05-15,Symphony,1603.0
2018-05-15,Tufts Medical Center,6434.0
2018-05-15,Wellington,7711.0
2018-05-15,Wonderland,7147.0
2018-05-15,Wood Island,2177.0
2018-05-15,World Trade Center,1097.0
2018-05-16,Airport,7838.0
2018-05-16,Alewife,12138.0
2018-05-16,Andrew,6284.0
2018-05-16,Aquarium,5368.0
2018-05-16,Arlington,7177.0
2018-05-16,Ashmont,9538.0
2018-05-16,Assembly,3625.0
2018-05-16,Back Bay,16406.0
2018-05-16,Beachmont,3283.0
2018-05-16,Bowdoin,2198.0
2018-05-16,Boylston,4919.0
2018-05-16,Braintree,4744.0
2018-05-16,Broadway,6502.0
2018-05-16,Central,16044.0
2018-05-16,Charles/MGH,11076.0
2018-05-16,Chinatown,6040.0
2018-05-16,Community College,3631.0
2018-05-16,Copley,13187.0
2018-05-16,Courthouse,1917.0
2018-05-16,Davis,11823.0
2018-05-16,Downtown Crossing,25302.0
2018-05-16,Fields Corner,5219.0
2018-05-16,Forest Hills,13673.0
2018-05-16,Government Center,7912.0
2018-05-16,Green Street,3384.0
2018-05-16,Harvard,18902.0
2018-05-16,Haymarket,10800.0
2018-05-16,Hynes Convention Center,6836.0
2018-05-16,JFK/UMass,7804.0
2018-05-16,Jackson Square,5519.0
2018-05-16,Kendall/MIT,17637.0
2018-05-16,Kenmore,11779.0
2018-05-16,Lechmere,5819.0
2018-05-16,Malden Center,12318.0
2018-05-16,Massachusetts Avenue,6160.0
2018-05-16,Maverick,11414.0
2018-05-16,North Quincy,8955.0
2018-05-16,North Station,14904.0
2018-05-16,Oak Grove,6989.0
2018-05-16,Orient Heights,4616.0
2018-05-16,Park Street,15864.0
2018-05-16,Porter,8075.0
2018-05-16,Prudential,3291.0
2018-05-16,Quincy Adams,5409.0
2018-05-16,Quincy Center,7667.0
2018-05-16,Revere Beach,3126.0
2018-05-16,Riverside,2456.0
2018-05-16,Roxbury Crossing,4974.0
2018-05-16,Ruggles,9306.0
2018-05-16,Savin Hill,2501.0
2018-05-16,Science Park,737.0
2018-05-16,Shawmut,2567.0
2018-05-16,South Station,25711.0
2018-05-16,State Street,14670.0
2018-05-16,Stony Brook,3737.0
2018-05-16,Suffolk Downs,484.0
2018-05-16,Sullivan Square,9218.0
2018-05-16,Symphony,1663.0
2018-05-16,Tufts Medical Center,6219.0
2018-05-16,Wellington,7656.0
2018-05-16,Wonderland,7244.0
2018-05-16,Wood Island,2312.0
2018-05-16,World Trade Center,1007.0
2018-05-17,Airport,8166.0
2018-05-17,Alewife,12483.0
2018-05-17,Andrew,6331.0
2018-05-17,Aquarium,5848.0
2018-05-17,Arlington,6898.0
2018-05-17,Ashmont,9596.0
2018-05-17,Assembly,3860.0
2018-05-17,Back Bay,16271.0
2018-05-17,Beachmont,3347.0
2018-05-17,Bowdoin,2230.0
2018-05-17,Boylston,5123.0
2018-05-17,Braintree,4813.0
2018-05-17,Broadway,6544.0
2018-05-17,Central,16073.0
2018-05-17,Charles/MGH,11110.0
2018-05-17,Chinatown,5726.0
2018-05-17,Community College,3387.0
2018-05-17,Copley,13249.0
2018-05-17,Courthouse,1781.0
2018-05-17,Davis,11715.0
2018-05-17,Downtown Crossing,24193.0
2018-05-17,Fields Corner,5306.0
2018-05-17,Forest Hills,13821.0
2018-05-17,Government Center,7999.0
2018-05-17,Green Street,3507.0
2018-05-17,Harvard,19086.0
2018-05-17,Haymarket,11164.0
2018-05-17,Hynes Convention Center,7625.0
2018-05-17,JFK/UMass,7983.0
2018-05-17,Jackson Square,5247.0
2018-05-17,Kendall/MIT,17449.0
2018-05-17,Kenmore,11275.0
2018-05-17,Lechmere,6148.0
2018-05-17,Malden Center,11979.0
2018-05-17,Massachusetts Avenue,6165.0
2018-05-17,Maverick,11536.0
2018-05-17,North Quincy,8928.0
2018-05-17,North Station,15261.0
2018-05-17,Oak Grove,7060.0
2018-05-17,Orient Heights,4823.0
2018-05-17,Park Street,16046.0
2018-05-17,Porter,8067.0
2018-05-17,Prudential,3181.0
2018-05-17,Quincy Adams,5517.0
2018-05-17,Quincy Center,7905.0
2018-05-17,Revere Beach,3287.0
2018-05-17,Riverside,2617.0
2018-05-17,Roxbury Crossing,4895.0
2018-05-17,Ruggles,9083.0
2018-05-17,Savin Hill,2470.0
2018-05-17,Science Park,837.0
2018-05-17,Shawmut,2557.0
2018-05-17,South Station,26003.0
2018-05-17,State Street,14349.0
2018-05-17,Stony Brook,3705.0
2018-05-17,Suffolk Downs,473.0
2018-05-17,Sullivan Square,9245.0
2018-05-17,Symphony,1699.0
2018-05-17,Tufts Medical Center,5977.0
2018-05-17,Wellington,7751.0
2018-05-17,Wonderland,7185.0
2018-05-17,Wood Island,2304.0
2018-05-17,World Trade Center,1004.0
2018-05-18,Airport,8603.0
2018-05-18,Alewife,11680.0
2018-05-18,Andrew,6429.0
2018-05-18,Aquarium,5998.0
2018-05-18,Arlington,6900.0
2018-05-18,Ashmont,9365.0
2018-05-18,Assembly,3488.0
2018-05-18,Back Bay,15578.0
2018-05-18,Beachmont,3299.0
2018-05-18,Bowdoin,2091.0
2018-05-18,Boylston,5639.0
2018-05-18,Braintree,4570.0
2018-05-18,Broadway,6075.0
2018-05-18,Central,15993.0
2018-05-18,Charles/MGH,10357.0
2018-05-18,Chinatown,6036.0
2018-05-18,Community College,2991.0
2018-05-18,Copley,13434.0
2018-05-18,Courthouse,1847.0
2018-05-18,Davis,12416.0
2018-05-18,Downtown Crossing,24805.0
2018-05-18,Fields Corner,5349.0
2018-05-18,Forest Hills,13746.0
2018-05-18,Government Center,8379.0
2018-05-18,Green Street,3457.0
2018-05-18,Harvard,19716.0
2018-05-18,Haymarket,13740.0
2018-05-18,Hynes Convention Center,7144.0
2018-05-18,JFK/UMass,7420.0
2018-05-18,Jackson Square,5899.0
2018-05-18,Kendall/MIT,16772.0
2018-05-18,Kenmore,12036.0
2018-05-18,Lechmere,6011.0
2018-05-18,Malden Center,11801.0
2018-05-18,Massachusetts Avenue,5984.0
2018-05-18,Maverick,12051.0
2018-05-18,North Quincy,9003.0
2018-05-18,North Station,13655.0
2018-05-18,Oak Grove,6766.0
2018-05-18,Orient Heights,4691.0
2018-05-18,Park Street,16074.0
2018-05-18,Porter,8001.0
2018-05-18,Prudential,3352.0
2018-05-18,Quincy Adams,4656.0
2018-05-18,Quincy Center,7386.0
2018-05-18,Revere Beach,3135.0
2018-05-18,Riverside,2380.0
2018-05-18,Roxbury Crossing,5159.0
2018-05-18,Ruggles,8791.0
2018-05-18,Savin Hill,2449.0
2018-05-18,Science Park,910.0
2018-05-18,Shawmut,2483.0
2018-05-18,South Station,24680.0
2018-05-18,State Street,14076.0
2018-05-18,Stony Brook,3722.0
2018-05-18,Suffolk Downs,467.0
2018-05-18,Sullivan Square,8984.0
2018-05-18,Symphony,1781.0
2018-05-18,Tufts Medical Center,5844.0
2018-05-18,Wellington,7053.0
2018-05-18,Wonderland,7111.0
2018-05-18,Wood Island,2326.0
2018-05-18,World Trade Center,843.0
2018-05-19,Airport,5797.0
2018-05-19,Alewife,4618.0
2018-05-19,Andrew,3101.0
2018-05-19,Aquarium,4314.0
2018-05-19,Arlington,3982.0
2018-05-19,Ashmont,4317.0
2018-05-19,Assembly,2234.0
2018-05-19,Back Bay,6652.0
2018-05-19,Beachmont,1739.0
2018-05-19,Bowdoin,581.0
2018-05-19,Boylston,4591.0
2018-05-19,Braintree,3.0
2018-05-19,Broadway,2425.0
2018-05-19,Central,8331.0
2018-05-19,Charles/MGH,3197.0
2018-05-19,Chinatown,4329.0
2018-05-19,Community College,1493.0
2018-05-19,Copley,9347.0
2018-05-19,Courthouse,858.0
2018-05-19,Davis,5894.0
2018-05-19,Downtown Crossing,11619.0
2018-05-19,Fields Corner,2795.0
2018-05-19,Forest Hills,6333.0
2018-05-19,Government Center,4214.0
2018-05-19,Green Street,1643.0
2018-05-19,Harvard,10809.0
2018-05-19,Haymarket,9496.0
2018-05-19,Hynes Convention Center,5530.0
2018-05-19,JFK/UMass,3142.0
2018-05-19,Jackson Square,2962.0
2018-05-19,Kendall/MIT,5136.0
2018-05-19,Kenmore,8450.0
2018-05-19,Lechmere,3666.0
2018-05-19,Malden Center,5908.0
2018-05-19,Massachusetts Avenue,3222.0
2018-05-19,Maverick,6964.0
2018-05-19,North Quincy,9337.0
2018-05-19,North Station,4685.0
2018-05-19,Oak Grove,2775.0
2018-05-19,Orient Heights,2482.0
2018-05-19,Park Street,7982.0
2018-05-19,Porter,3929.0
2018-05-19,Prudential,2920.0
2018-05-19,Quincy Adams,7.0
2018-05-19,Quincy Center,59.0
2018-05-19,Revere Beach,2054.0
2018-05-19,Riverside,1580.0
2018-05-19,Roxbury Crossing,1961.0
2018-05-19,Ruggles,3476.0
2018-05-19,Savin Hill,1209.0
2018-05-19,Science Park,970.0
2018-05-19,Shawmut,1093.0
2018-05-19,South Station,7740.0
2018-05-19,State Street,4804.0
2018-05-19,Stony Brook,2160.0
2018-05-19,Suffolk Downs,333.0
2018-05-19,Sullivan Square,4821.0
2018-05-19,Symphony,1323.0
2018-05-19,Tufts Medical Center,2762.0
2018-05-19,Wellington,3311.0
2018-05-19,Wonderland,3745.0
2018-05-19,Wood Island,1369.0
2018-05-19,World Trade Center,289.0
2018-05-20,Airport,5505.0
