service_date,station_name,gated_entries
2020-05-26,Central,1520.0
2020-05-26,Charles/MGH,1735.0
2020-05-26,Chinatown,608.0
2020-05-26,Community College,322.0
2020-05-26,Copley,652.0
2020-05-26,Courthouse,235.0
2020-05-26,Davis,787.0
2020-05-26,Downtown Crossing,1777.0
2020-05-26,Fields Corner,1124.0
2020-05-26,Forest Hills,2122.0
2020-05-26,Government Center,2319.0
2020-05-26,Green Street,283.0
2020-05-26,Harvard,1335.0
2020-05-26,Haymarket,1689.0
2020-05-26,Hynes Convention Center,417.0
2020-05-26,JFK/UMass,830.0
2020-05-26,Jackson Square,1064.0
2020-05-26,Kendall/MIT,702.0
2020-05-26,Kenmore,586.0
2020-05-26,Malden Center,1389.0
2020-05-26,Massachusetts Avenue,815.0
2020-05-26,Maverick,1.0
2020-05-26,North Quincy,657.0
2020-05-26,North Station,1684.0
2020-05-26,Oak Grove,516.0
2020-05-26,Orient Heights,3.0
2020-05-26,Park Street,1205.0
2020-05-26,Porter,536.0
2020-05-26,Prudential,152.0
2020-05-26,Quincy Adams,381.0
2020-05-26,Quincy Center,1181.0
2020-05-26,Revere Beach,3.0
2020-05-26,Riverside,54.0
2020-05-26,Roxbury Crossing,537.0
2020-05-26,Ruggles,1125.0
2020-05-26,Savin Hill,324.0
2020-05-26,Shawmut,372.0
2020-05-26,South Station,1544.0
2020-05-26,State Street,1365.0
2020-05-26,Stony Brook,310.0
2020-05-26,Sullivan Square,1495.0
2020-05-26,Symphony,165.0
2020-05-26,Tufts Medical Center,822.0
2020-05-26,Wellington,903.0
2020-05-26,Wollaston,471.0
2020-05-26,Wood Island,1.0
2020-05-26,World Trade Center,48.0
2020-05-27,Alewife,814.0
2020-05-27,Andrew,1256.0
2020-05-27,Aquarium,1.0
2020-05-27,Arlington,398.0
2020-05-27,Ashmont,1899.0
2020-05-27,Assembly,324.0
2020-05-27,Back Bay,1138.0
2020-05-27,Bowdoin,1.0
2020-05-27,Boylston,410.0
2020-05-27,Braintree,518.0
2020-05-27,Broadway,376.0
2020-05-27,Central,1544.0
2020-05-27,Charles/MGH,1816.0
2020-05-27,Chinatown,545.0
2020-05-27,Community College,352.0
2020-05-27,Copley,659.0
2020-05-27,Courthouse,243.0
2020-05-27,Davis,782.0
2020-05-27,Downtown Crossing,1748.0
2020-05-27,Fields Corner,1054.0
2020-05-27,Forest Hills,2115.0
2020-05-27,Government Center,2353.0
2020-05-27,Green Street,334.0
2020-05-27,Harvard,1222.0
2020-05-27,Haymarket,1675.0
2020-05-27,Hynes Convention Center,456.0
2020-05-27,JFK/UMass,915.0
2020-05-27,Jackson Square,1108.0
2020-05-27,Kendall/MIT,622.0
2020-05-27,Kenmore,577.0
2020-05-27,Malden Center,1503.0
2020-05-27,Massachusetts Avenue,910.0
2020-05-27,Maverick,16.0
2020-05-27,North Quincy,614.0
2020-05-27,North Station,1815.0
2020-05-27,Oak Grove,492.0
2020-05-27,Orient Heights,4.0
2020-05-27,Park Street,1260.0
2020-05-27,Porter,574.0
2020-05-27,Prudential,142.0
2020-05-27,Quincy Adams,384.0
2020-05-27,Quincy Center,1210.0
2020-05-27,Riverside,92.0
2020-05-27,Roxbury Crossing,554.0
2020-05-27,Ruggles,1089.0
2020-05-27,Savin Hill,341.0
2020-05-27,Shawmut,411.0
2020-05-27,South Station,1616.0
2020-05-27,State Street,1478.0
2020-05-27,Stony Brook,335.0
2020-05-27,Sullivan Square,1527.0
2020-05-27,Symphony,179.0
2020-05-27,Tufts Medical Center,840.0
2020-05-27,Wellington,959.0
2020-05-27,Wollaston,479.0
2020-05-27,Wood Island,3.0
2020-05-27,World Trade Center,41.0
2020-05-28,Alewife,817.0
2020-05-28,Andrew,1243.0
2020-05-28,Aquarium,3.0
2020-05-28,Arlington,376.0
2020-05-28,Ashmont,1886.0
2020-05-28,Assembly,338.0
2020-05-28,Back Bay,1112.0
2020-05-28,Boylston,326.0
2020-05-28,Braintree,578.0
2020-05-28,Broadway,332.0
2020-05-28,Central,1489.0
2020-05-28,Charles/MGH,1775.0
2020-05-28,Chinatown,539.0
2020-05-28,Community College,331.0
2020-05-28,Copley,652.0
2020-05-28,Courthouse,230.0
2020-05-28,Davis,781.0
2020-05-28,Downtown Crossing,1697.0
2020-05-28,Fields Corner,1094.0
2020-05-28,Forest Hills,2080.0
2020-05-28,Government Center,2319.0
2020-05-28,Green Street,290.0
2020-05-28,Harvard,1366.0
2020-05-28,Haymarket,1655.0
2020-05-28,Hynes Convention Center,452.0
2020-05-28,JFK/UMass,866.0
2020-05-28,Jackson Square,1024.0
2020-05-28,Kendall/MIT,778.0
2020-05-28,Kenmore,550.0
2020-05-28,Malden Center,1429.0
2020-05-28,Massachusetts Avenue,790.0
2020-05-28,Maverick,5.0
2020-05-28,North Quincy,659.0
2020-05-28,North Station,1807.0
2020-05-28,Oak Grove,521.0
2020-05-28,Orient Heights,5.0
2020-05-28,Park Street,1113.0
2020-05-28,Porter,556.0
2020-05-28,Prudential,141.0
2020-05-28,Quincy Adams,383.0
2020-05-28,Quincy Center,1161.0
2020-05-28,Riverside,87.0
2020-05-28,Roxbury Crossing,459.0
2020-05-28,Ruggles,1121.0
2020-05-28,Savin Hill,323.0
2020-05-28,Shawmut,386.0
2020-05-28,South Station,1652.0
2020-05-28,State Street,1409.0
2020-05-28,Stony Brook,321.0
2020-05-28,Sullivan Square,1477.0
2020-05-28,Symphony,169.0
2020-05-28,Tufts Medical Center,844.0
2020-05-28,Wellington,901.0
2020-05-28,Wollaston,494.0
2020-05-28,Wood Island,5.0
2020-05-28,World Trade Center,50.0
2020-05-29,Alewife,802.0
2020-05-29,Andrew,1278.0
2020-05-29,Aquarium,2.0
2020-05-29,Arlington,460.0
2020-05-29,Ashmont,1877.0
2020-05-29,Assembly,354.0
2020-05-29,Back Bay,1187.0
2020-05-29,Boylston,429.0
2020-05-29,Braintree,563.0
2020-05-29,Broadway,394.0
2020-05-29,Central,1612.0
2020-05-29,Charles/MGH,1708.0
2020-05-29,Chinatown,522.0
2020-05-29,Community College,367.0
2020-05-29,Copley,682.0
2020-05-29,Courthouse,268.0
2020-05-29,Davis,829.0
2020-05-29,Downtown Crossing,1640.0
2020-05-29,Fields Corner,1107.0
2020-05-29,Forest Hills,2209.0
2020-05-29,Government Center,2448.0
2020-05-29,Green Street,291.0
2020-05-29,Harvard,1352.0
2020-05-29,Haymarket,1858.0
2020-05-29,Hynes Convention Center,450.0
2020-05-29,JFK/UMass,881.0
2020-05-29,Jackson Square,1092.0
2020-05-29,Kendall/MIT,798.0
2020-05-29,Kenmore,588.0
2020-05-29,Malden Center,1510.0
2020-05-29,Massachusetts Avenue,853.0
2020-05-29,Maverick,10.0
2020-05-29,North Quincy,619.0
2020-05-29,North Station,1794.0
2020-05-29,Oak Grove,548.0
2020-05-29,Orient Heights,2.0
2020-05-29,Park Street,1224.0
2020-05-29,Porter,585.0
2020-05-29,Prudential,155.0
2020-05-29,Quincy Adams,368.0
2020-05-29,Quincy Center,1201.0
2020-05-29,Riverside,86.0
2020-05-29,Roxbury Crossing,646.0
2020-05-29,Ruggles,1190.0
2020-05-29,Savin Hill,362.0
2020-05-29,Shawmut,420.0
2020-05-29,South Station,1644.0
2020-05-29,State Street,1496.0
2020-05-29,Stony Brook,343.0
2020-05-29,Sullivan Square,1492.0
2020-05-29,Symphony,179.0
2020-05-29,Tufts Medical Center,833.0
2020-05-29,Wellington,924.0
2020-05-29,Wollaston,483.0
2020-05-29,Wood Island,5.0
2020-05-29,World Trade Center,56.0
2020-05-30,Alewife,539.0
2020-05-30,Andrew,834.0
2020-05-30,Aquarium,1.0
2020-05-30,Arlington,260.0
2020-05-30,Ashmont,1219.0
2020-05-30,Assembly,297.0
2020-05-30,Back Bay,827.0
2020-05-30,Bowdoin,1.0
2020-05-30,Boylston,301.0
2020-05-30,Braintree,295.0
2020-05-30,Broadway,225.0
2020-05-30,Central,1301.0
2020-05-30,Charles/MGH,287.0
2020-05-30,Chinatown,416.0
2020-05-30,Community College,252.0
2020-05-30,Copley,550.0
2020-05-30,Courthouse,159.0
2020-05-30,Davis,564.0
2020-05-30,Downtown Crossing,1185.0
2020-05-30,Fields Corner,843.0
2020-05-30,Forest Hills,1463.0
2020-05-30,Government Center,1295.0
2020-05-30,Green Street,191.0
2020-05-30,Harvard,997.0
2020-05-30,Haymarket,1331.0
2020-05-30,Hynes Convention Center,373.0
2020-05-30,JFK/UMass,689.0
2020-05-30,Jackson Square,785.0
2020-05-30,Kendall/MIT,404.0
2020-05-30,Kenmore,438.0
2020-05-30,Malden Center,1021.0
2020-05-30,Massachusetts Avenue,582.0
2020-05-30,Maverick,8.0
2020-05-30,North Quincy,407.0
2020-05-30,North Station,1034.0
2020-05-30,Oak Grove,314.0
2020-05-30,Orient Heights,6.0
2020-05-30,Park Street,1015.0
2020-05-30,Porter,446.0
2020-05-30,Prudential,130.0
2020-05-30,Quincy Adams,179.0
2020-05-30,Quincy Center,908.0
2020-05-30,Riverside,43.0
2020-05-30,Roxbury Crossing,383.0
2020-05-30,Ruggles,750.0
2020-05-30,Savin Hill,176.0
2020-05-30,Shawmut,256.0
2020-05-30,South Station,1020.0
2020-05-30,State Street,915.0
2020-05-30,Stony Brook,235.0
2020-05-30,Sullivan Square,950.0
2020-05-30,Symphony,144.0
2020-05-30,Tufts Medical Center,457.0
2020-05-30,Wellington,644.0
2020-05-30,Wollaston,332.0
2020-05-30,Wood Island,7.0
2020-05-30,World Trade Center,37.0
2020-05-31,Alewife,692.0
2020-05-31,Andrew,437.0
2020-05-31,Aquarium,4.0
2020-05-31,Arlington,520.0
2020-05-31,Ashmont,965.0
2020-05-31,Assembly,373.0
2020-05-31,Back Bay,1039.0
2020-05-31,Bowdoin,3.0
2020-05-31,Boylston,529.0
2020-05-31,Braintree,472.0
2020-05-31,Broadway,225.0
2020-05-31,Central,1147.0
2020-05-31,Charles/MGH,992.0
2020-05-31,Chinatown,628.0
2020-05-31,Community College,286.0
2020-05-31,Copley,532.0
2020-05-31,Courthouse,134.0
2020-05-31,Davis,732.0
2020-05-31,Downtown Crossing,1776.0
2020-05-31,Fields Corner,746.0
2020-05-31,Forest Hills,1132.0
2020-05-31,Government Center,1395.0
2020-05-31,Green Street,248.0
2020-05-31,Harvard,852.0
2020-05-31,Haymarket,954.0
2020-05-31,Hynes Convention Center,319.0
2020-05-31,JFK/UMass,669.0
2020-05-31,Jackson Square,622.0
2020-05-31,Kendall/MIT,567.0
2020-05-31,Kenmore,437.0
2020-05-31,Malden Center,977.0
2020-05-31,Massachusetts Avenue,496.0
2020-05-31,Maverick,5.0
2020-05-31,North Quincy,361.0
2020-05-31,North Station,1337.0
2020-05-31,Oak Grove,496.0
2020-05-31,Park Street,2395.0
2020-05-31,Porter,524.0
2020-05-31,Prudential,77.0
2020-05-31,Quincy Adams,149.0
2020-05-31,Quincy Center,684.0
2020-05-31,Riverside,82.0
2020-05-31,Roxbury Crossing,395.0
2020-05-31,Ruggles,645.0
2020-05-31,Savin Hill,210.0
2020-05-31,Shawmut,203.0
2020-05-31,South Station,1375.0
2020-05-31,State Street,888.0
2020-05-31,Stony Brook,257.0
2020-05-31,Sullivan Square,929.0
2020-05-31,Symphony,109.0
2020-05-31,Tufts Medical Center,749.0
2020-05-31,Wellington,579.0
2020-05-31,Wollaston,296.0
2020-05-31,Wood Island,11.0
2020-05-31,World Trade Center,40.0
2020-06-01,Airport,1018.0
2020-06-01,Alewife,819.0
2020-06-01,Andrew,780.0
2020-06-01,Aquarium,484.0
2020-06-01,Arlington,452.0
2020-06-01,Ashmont,1880.0
2020-06-01,Assembly,423.0
2020-06-01,Back Bay,1185.0
2020-06-01,Beachmont,673.0
2020-06-01,Bowdoin,439.0
2020-06-01,Boylston,468.0
2020-06-01,Braintree,603.0
2020-06-01,Broadway,338.0
2020-06-01,Central,1641.0
2020-06-01,Charles/MGH,1943.0
2020-06-01,Chinatown,635.0
2020-06-01,Community College,373.0
2020-06-01,Copley,690.0
2020-06-01,Courthouse,216.0
2020-06-01,Davis,857.0
2020-06-01,Downtown Crossing,1851.0
2020-06-01,Fields Corner,1135.0
2020-06-01,Forest Hills,2133.0
2020-06-01,Government Center,878.0
2020-06-01,Green Street,260.0
2020-06-01,Harvard,1363.0
2020-06-01,Haymarket,1648.0
2020-06-01,Hynes Convention Center,455.0
2020-06-01,JFK/UMass,847.0
2020-06-01,Jackson Square,1066.0
2020-06-01,Kendall/MIT,851.0
2020-06-01,Kenmore,510.0
2020-06-01,Malden Center,1551.0
2020-06-01,Massachusetts Avenue,892.0
2020-06-01,Maverick,2278.0
2020-06-01,North Quincy,613.0
2020-06-01,North Station,1810.0
2020-06-01,Oak Grove,536.0
2020-06-01,Orient Heights,899.0
2020-06-01,Park Street,1253.0
2020-06-01,Porter,636.0
2020-06-01,Prudential,182.0
2020-06-01,Quincy Adams,407.0
2020-06-01,Quincy Center,1221.0
2020-06-01,Revere Beach,534.0
2020-06-01,Riverside,90.0
2020-06-01,Roxbury Crossing,616.0
2020-06-01,Ruggles,1180.0
2020-06-01,Savin Hill,308.0
2020-06-01,Shawmut,447.0
2020-06-01,South Station,1784.0
2020-06-01,State Street,1233.0
2020-06-01,Stony Brook,334.0
2020-06-01,Suffolk Downs,150.0
2020-06-01,Sullivan Square,1517.0
2020-06-01,Symphony,156.0
2020-06-01,Tufts Medical Center,923.0
2020-06-01,Wellington,956.0
2020-06-01,Wollaston,493.0
2020-06-01,Wonderland,1292.0
2020-06-01,Wood Island,173.0
2020-06-01,World Trade Center,86.0
2020-06-02,Airport,1418.0
2020-06-02,Alewife,933.0
2020-06-02,Andrew,848.0
2020-06-02,Aquarium,444.0
2020-06-02,Arlington,443.0
2020-06-02,Ashmont,1911.0
2020-06-02,Assembly,459.0
2020-06-02,Back Bay,1307.0
2020-06-02,Beachmont,772.0
2020-06-02,Bowdoin,461.0
2020-06-02,Boylston,456.0
2020-06-02,Braintree,673.0
2020-06-02,Broadway,363.0
2020-06-02,Central,1505.0
2020-06-02,Charles/MGH,2131.0
2020-06-02,Chinatown,586.0
2020-06-02,Community College,412.0
2020-06-02,Copley,725.0
2020-06-02,Courthouse,228.0
2020-06-02,Davis,931.0
2020-06-02,Downtown Crossing,1870.0
2020-06-02,Fields Corner,1123.0
2020-06-02,Forest Hills,3201.0
2020-06-02,Government Center,893.0
2020-06-02,Green Street,530.0
2020-06-02,Harvard,1381.0
2020-06-02,Haymarket,1642.0
2020-06-02,Hynes Convention Center,467.0
2020-06-02,JFK/UMass,940.0
2020-06-02,Jackson Square,1195.0
2020-06-02,Kendall/MIT,910.0
2020-06-02,Kenmore,534.0
2020-06-02,Malden Center,1759.0
2020-06-02,Massachusetts Avenue,946.0
2020-06-02,Maverick,2426.0
2020-06-02,North Quincy,758.0
2020-06-02,North Station,2108.0
2020-06-02,Oak Grove,612.0
2020-06-02,Orient Heights,984.0
2020-06-02,Park Street,1237.0
2020-06-02,Porter,633.0
2020-06-02,Prudential,143.0
2020-06-02,Quincy Adams,500.0
2020-06-02,Quincy Center,1306.0
2020-06-02,Revere Beach,784.0
2020-06-02,Riverside,106.0
2020-06-02,Roxbury Crossing,795.0
2020-06-02,Ruggles,1312.0
2020-06-02,Savin Hill,351.0
2020-06-02,Shawmut,431.0
2020-06-02,South Station,1944.0
2020-06-02,State Street,1308.0
2020-06-02,Stony Brook,400.0
2020-06-02,Suffolk Downs,154.0
2020-06-02,Sullivan Square,1733.0
2020-06-02,Symphony,159.0
2020-06-02,Tufts Medical Center,1034.0
2020-06-02,Wellington,997.0
2020-06-02,Wollaston,497.0
2020-06-02,Wonderland,1409.0
2020-06-02,Wood Island,321.0
2020-06-02,World Trade Center,97.0
2020-06-03,Airport,1582.0
2020-06-03,Alewife,968.0
2020-06-03,Andrew,1214.0
2020-06-03,Aquarium,577.0
2020-06-03,Arlington,516.0
2020-06-03,Ashmont,1904.0
2020-06-03,Assembly,404.0
2020-06-03,Back Bay,1303.0
2020-06-03,Beachmont,766.0
2020-06-03,Bowdoin,522.0
2020-06-03,Boylston,651.0
2020-06-03,Braintree,68.0
2020-06-03,Broadway,395.0
2020-06-03,Central,1819.0
2020-06-03,Charles/MGH,2236.0
2020-06-03,Chinatown,806.0
2020-06-03,Community College,433.0
2020-06-03,Copley,801.0
2020-06-03,Courthouse,243.0
2020-06-03,Davis,881.0
2020-06-03,Downtown Crossing,1792.0
2020-06-03,Fields Corner,1118.0
2020-06-03,Forest Hills,2299.0
2020-06-03,Government Center,945.0
2020-06-03,Green Street,305.0
2020-06-03,Harvard,1311.0
2020-06-03,Haymarket,1774.0
2020-06-03,Hynes Convention Center,492.0
2020-06-03,JFK/UMass,995.0
2020-06-03,Jackson Square,1007.0
2020-06-03,Kendall/MIT,926.0
2020-06-03,Kenmore,555.0
2020-06-03,Malden Center,1644.0
2020-06-03,Massachusetts Avenue,945.0
2020-06-03,Maverick,2644.0
2020-06-03,North Quincy,664.0
2020-06-03,North Station,2168.0
2020-06-03,Oak Grove,624.0
2020-06-03,Orient Heights,941.0
2020-06-03,Park Street,1508.0
2020-06-03,Porter,737.0
2020-06-03,Prudential,166.0
2020-06-03,Quincy Adams,433.0
2020-06-03,Quincy Center,1335.0
2020-06-03,Revere Beach,887.0
2020-06-03,Riverside,126.0
2020-06-03,Roxbury Crossing,666.0
2020-06-03,Ruggles,1199.0
2020-06-03,Savin Hill,352.0
2020-06-03,Shawmut,419.0
2020-06-03,South Station,1955.0
2020-06-03,State Street,1274.0
2020-06-03,Stony Brook,388.0
2020-06-03,Suffolk Downs,174.0
2020-06-03,Sullivan Square,1634.0
2020-06-03,Symphony,176.0
2020-06-03,Tufts Medical Center,1043.0
2020-06-03,Wellington,987.0
2020-06-03,Wollaston,493.0
2020-06-03,Wonderland,1428.0
2020-06-03,Wood Island,459.0
2020-06-03,World Trade Center,88.0
2020-06-04,Airport,1651.0
2020-06-04,Alewife,906.0
2020-06-04,Andrew,1397.0
2020-06-04,Aquarium,664.0
2020-06-04,Arlington,469.0
2020-06-04,Ashmont,1984.0
2020-06-04,Assembly,383.0
2020-06-04,Back Bay,1288.0
2020-06-04,Beachmont,824.0
2020-06-04,Bowdoin,549.0
2020-06-04,Boylston,479.0
2020-06-04,Braintree,664.0
2020-06-04,Broadway,369.0
2020-06-04,Central,1725.0
2020-06-04,Charles/MGH,2177.0
2020-06-04,Chinatown,631.0
2020-06-04,Community College,419.0
2020-06-04,Copley,874.0
2020-06-04,Courthouse,275.0
2020-06-04,Davis,940.0
2020-06-04,Downtown Crossing,1909.0
2020-06-04,Fields Corner,1191.0
2020-06-04,Forest Hills,2330.0
2020-06-04,Government Center,764.0
2020-06-04,Green Street,471.0
2020-06-04,Harvard,1469.0
2020-06-04,Haymarket,1689.0
2020-06-04,Hynes Convention Center,514.0
2020-06-04,JFK/UMass,1020.0
2020-06-04,Jackson Square,1054.0
2020-06-04,Kendall/MIT,884.0
2020-06-04,Kenmore,617.0
2020-06-04,Malden Center,1605.0
2020-06-04,Massachusetts Avenue,949.0
2020-06-04,Maverick,2731.0
2020-06-04,North Quincy,697.0
2020-06-04,North Station,2051.0
2020-06-04,Oak Grove,446.0
2020-06-04,Orient Heights,1128.0
2020-06-04,Park Street,1228.0
2020-06-04,Porter,709.0
2020-06-04,Prudential,191.0
2020-06-04,Quincy Adams,442.0
2020-06-04,Quincy Center,1295.0
2020-06-04,Revere Beach,999.0
2020-06-04,Riverside,103.0
2020-06-04,Roxbury Crossing,610.0
2020-06-04,Ruggles,1190.0
2020-06-04,Savin Hill,366.0
2020-06-04,Shawmut,441.0
2020-06-04,South Station,1819.0
2020-06-04,State Street,1390.0
2020-06-04,Stony Brook,382.0
2020-06-04,Suffolk Downs,173.0
2020-06-04,Sullivan Square,1678.0
2020-06-04,Symphony,153.0
2020-06-04,Tufts Medical Center,986.0
2020-06-04,Wellington,989.0
2020-06-04,Wollaston,497.0
2020-06-04,Wonderland,1591.0
2020-06-04,Wood Island,469.0
2020-06-04,World Trade Center,89.0
2020-06-05,Airport,1689.0
2020-06-05,Alewife,909.0
2020-06-05,Andrew,1314.0
2020-06-05,Aquarium,662.0
2020-06-05,Arlington,500.0
2020-06-05,Ashmont,1920.0
2020-06-05,Assembly,403.0
2020-06-05,Back Bay,1313.0
2020-06-05,Beachmont,804.0
2020-06-05,Bowdoin,532.0
2020-06-05,Boylston,438.0
2020-06-05,Braintree,625.0
2020-06-05,Broadway,778.0
2020-06-05,Central,1758.0
2020-06-05,Charles/MGH,2079.0
2020-06-05,Chinatown,622.0
2020-06-05,Community College,419.0
2020-06-05,Copley,939.0
2020-06-05,Courthouse,284.0
2020-06-05,Davis,953.0
2020-06-05,Downtown Crossing,1919.0
2020-06-05,Fields Corner,1176.0
2020-06-05,Forest Hills,2317.0
2020-06-05,Government Center,768.0
2020-06-05,Green Street,326.0
2020-06-05,Harvard,1480.0
2020-06-05,Haymarket,1935.0
2020-06-05,Hynes Convention Center,499.0
2020-06-05,JFK/UMass,947.0
2020-06-05,Jackson Square,1136.0
2020-06-05,Kendall/MIT,965.0
2020-06-05,Kenmore,563.0
2020-06-05,Malden Center,1665.0
2020-06-05,Massachusetts Avenue,977.0
2020-06-05,Maverick,2770.0
2020-06-05,North Quincy,678.0
2020-06-05,North Station,2183.0
2020-06-05,Oak Grove,623.0
2020-06-05,Orient Heights,1068.0
2020-06-05,Park Street,1184.0
2020-06-05,Porter,629.0
2020-06-05,Prudential,167.0
2020-06-05,Quincy Adams,400.0
2020-06-05,Quincy Center,1326.0
2020-06-05,Revere Beach,976.0
2020-06-05,Riverside,69.0
2020-06-05,Roxbury Crossing,606.0
2020-06-05,Ruggles,1232.0
2020-06-05,Savin Hill,374.0
2020-06-05,Shawmut,436.0
2020-06-05,South Station,1818.0
2020-06-05,State Street,1353.0
2020-06-05,Stony Brook,347.0
2020-06-05,Suffolk Downs,168.0
2020-06-05,Sullivan Square,1609.0
2020-06-05,Symphony,177.0
2020-06-05,Tufts Medical Center,942.0
2020-06-05,Wellington,1029.0
2020-06-05,Wollaston,488.0
2020-06-05,Wonderland,1435.0
2020-06-05,Wood Island,481.0
2020-06-05,World Trade Center,103.0
2020-06-06,Airport,1250.0
2020-06-06,Alewife,562.0
2020-06-06,Andrew,780.0
2020-06-06,Aquarium,464.0
2020-06-06,Arlington,272.0
2020-06-06,Ashmont,1233.0
2020-06-06,Assembly,242.0
2020-06-06,Back Bay,863.0
2020-06-06,Beachmont,544.0
2020-06-06,Bowdoin,201.0
2020-06-06,Boylston,332.0
2020-06-06,Braintree,351.0
2020-06-06,Broadway,424.0
2020-06-06,Central,1342.0
2020-06-06,Charles/MGH,881.0
2020-06-06,Chinatown,521.0
2020-06-06,Community College,278.0
2020-06-06,Copley,754.0
2020-06-06,Courthouse,158.0
2020-06-06,Davis,672.0
2020-06-06,Downtown Crossing,1234.0
2020-06-06,Fields Corner,866.0
2020-06-06,Forest Hills,1463.0
2020-06-06,Government Center,349.0
2020-06-06,Green Street,186.0
2020-06-06,Harvard,1157.0
2020-06-06,Haymarket,1558.0
2020-06-06,Hynes Convention Center,384.0
2020-06-06,JFK/UMass,712.0
2020-06-06,Jackson Square,745.0
2020-06-06,Kendall/MIT,474.0
2020-06-06,Kenmore,669.0
2020-06-06,Malden Center,251.0
2020-06-06,Massachusetts Avenue,558.0
2020-06-06,Maverick,1974.0
2020-06-06,North Quincy,386.0
2020-06-06,North Station,1253.0
2020-06-06,Oak Grove,96.0
2020-06-06,Orient Heights,730.0
2020-06-06,Park Street,910.0
2020-06-06,Porter,519.0
2020-06-06,Prudential,121.0
2020-06-06,Quincy Adams,201.0
2020-06-06,Quincy Center,946.0
2020-06-06,Revere Beach,734.0
2020-06-06,Riverside,5.0
2020-06-06,Roxbury Crossing,409.0
2020-06-06,Ruggles,732.0
2020-06-06,Savin Hill,228.0
2020-06-06,Shawmut,260.0
2020-06-06,South Station,1059.0
2020-06-06,State Street,668.0
2020-06-06,Stony Brook,260.0
2020-06-06,Suffolk Downs,113.0
2020-06-06,Sullivan Square,1088.0
2020-06-06,Symphony,157.0
2020-06-06,Tufts Medical Center,539.0
2020-06-06,Wellington,636.0
2020-06-06,Wollaston,333.0
2020-06-06,Wonderland,957.0
2020-06-06,Wood Island,338.0
2020-06-06,World Trade Center,37.0
2020-06-07,Airport,1107.0
2020-06-07,Alewife,591.0
2020-06-07,Andrew,656.0
2020-06-07,Aquarium,402.0
2020-06-07,Arlington,220.0
2020-06-07,Ashmont,889.0
2020-06-07,Assembly,222.0
2020-06-07,Back Bay,807.0
2020-06-07,Beachmont,465.0
2020-06-07,Bowdoin,178.0
2020-06-07,Boylston,328.0
2020-06-07,Braintree,269.0
2020-06-07,Broadway,386.0
2020-06-07,Central,1224.0
2020-06-07,Charles/MGH,777.0
2020-06-07,Chinatown,436.0
2020-06-07,Community College,364.0
2020-06-07,Copley,589.0
2020-06-07,Courthouse,128.0
2020-06-07,Davis,678.0
2020-06-07,Downtown Crossing,1038.0
2020-06-07,Fields Corner,794.0
2020-06-07,Forest Hills,1266.0
2020-06-07,Government Center,408.0
2020-06-07,Green Street,207.0
2020-06-07,Harvard,1118.0
2020-06-07,Haymarket,975.0
2020-06-07,Hynes Convention Center,408.0
2020-06-07,JFK/UMass,619.0
2020-06-07,Jackson Square,547.0
2020-06-07,Kendall/MIT,573.0
2020-06-07,Kenmore,587.0
2020-06-07,Malden Center,851.0
2020-06-07,Massachusetts Avenue,743.0
2020-06-07,Maverick,1567.0
2020-06-07,North Quincy,268.0
2020-06-07,North Station,1097.0
2020-06-07,Oak Grove,354.0
2020-06-07,Orient Heights,623.0
2020-06-07,Park Street,1156.0
2020-06-07,Porter,545.0
2020-06-07,Prudential,135.0
2020-06-07,Quincy Adams,191.0
2020-06-07,Quincy Center,664.0
2020-06-07,Revere Beach,519.0
2020-06-07,Riverside,7.0
2020-06-07,Roxbury Crossing,534.0
2020-06-07,Ruggles,1433.0
2020-06-07,Savin Hill,235.0
2020-06-07,Shawmut,231.0
2020-06-07,South Station,868.0
2020-06-07,State Street,560.0
2020-06-07,Stony Brook,269.0
2020-06-07,Suffolk Downs,87.0
2020-06-07,Sullivan Square,916.0
2020-06-07,Symphony,158.0
2020-06-07,Tufts Medical Center,528.0
2020-06-07,Wellington,480.0
2020-06-07,Wollaston,245.0
2020-06-07,Wonderland,715.0
2020-06-07,Wood Island,269.0
2020-06-07,World Trade Center,44.0
2020-06-08,Airport,1790.0
2020-06-08,Alewife,960.0
2020-06-08,Andrew,1428.0
2020-06-08,Aquarium,784.0
2020-06-08,Arlington,498.0
2020-06-08,Ashmont,1999.0
2020-06-08,Assembly,414.0
2020-06-08,Back Bay,1310.0
2020-06-08,Beachmont,907.0
2020-06-08,Bowdoin,556.0
2020-06-08,Boylston,463.0
2020-06-08,Braintree,759.0
2020-06-08,Broadway,876.0
2020-06-08,Central,1841.0
2020-06-08,Charles/MGH,2187.0
2020-06-08,Chinatown,730.0
2020-06-08,Community College,453.0
2020-06-08,Copley,972.0
2020-06-08,Courthouse,288.0
2020-06-08,Davis,942.0
2020-06-08,Downtown Crossing,2281.0
2020-06-08,Fields Corner,1162.0
2020-06-08,Forest Hills,2408.0
2020-06-08,Government Center,889.0
2020-06-08,Green Street,307.0
2020-06-08,Harvard,1568.0
2020-06-08,Haymarket,1890.0
2020-06-08,Hynes Convention Center,554.0
2020-06-08,JFK/UMass,1010.0
2020-06-08,Jackson Square,1211.0
2020-06-08,Kendall/MIT,1013.0
2020-06-08,Kenmore,1029.0
2020-06-08,Malden Center,1816.0
2020-06-08,Massachusetts Avenue,1054.0
2020-06-08,Maverick,2779.0
2020-06-08,North Quincy,762.0
2020-06-08,North Station,2200.0
